1 111.198587124 0.301911504426
0 89.7739199648 0.347206185086
3 200.0 0.160636390319
2 152.576862817 0.235343840899
5 95.5498252582 0.33472467412
4 74.4965688492 0.381025340253
7 196.30239686 0.190744515621
6 129.658434307 0.268144349811
9 81.4716811297 0.364055557368
8 66.3033191761 0.407581754029
11 158.374765042 0.229789469028
10 110.37641625 0.298301926944
13 70.9941719636 0.385551123688
12 59.3008729816 0.43894156755
15 128.375893032 0.270517722727
14 88.0629605936 0.338444540877
17 96.2384939519 0.34604029948
16 78.6702413382 0.390914426042
19 179.437970168 0.207228487007
18 125.404543284 0.283191192966
21 82.3951228257 0.373718562314
20 69.0052364249 0.405995172045
23 153.677284383 0.245216980323
22 107.164734764 0.319371958141
25 72.7447097092 0.389573012508
24 62.3089843134 0.424172473808
27 129.456407275 0.275433199061
26 93.9294471597 0.339299616836
29 65.3204188612 0.412549528736
28 56.8649640009 0.456003979789
31 103.76788362 0.331241593863
30 76.9845831176 0.380094876635
33 88.5757193261 0.362201324216
32 72.6569397534 0.409782287348
35 152.609166516 0.23784922293
34 115.044034288 0.296902223709
37 76.7571290606 0.393963392027
36 65.655361916 0.422665102616
39 132.165771502 0.265522728881
38 97.8744783702 0.335092601234
41 68.9354676696 0.408385754225
40 61.1013472339 0.437705452068
43 112.024812027 0.301610758914
42 84.0505630895 0.371559675624
45 63.1000347796 0.429022384921
44 55.7317505433 0.47012557086
47 93.9027589098 0.348093690932
46 72.4443795454 0.407796441977
49 83.3631834424 0.375858186931
48 70.1710455529 0.418559132938
51 137.741100845 0.256805680753
50 104.811975878 0.31115831406
53 74.8047605287 0.400278269521
52 64.3048440057 0.426300911186
55 116.546294897 0.292260260461
54 91.3477567589 0.351905657709
57 68.0537972049 0.41708265463
56 60.5838283213 0.434410666364
59 105.315151411 0.322858548651
58 80.5806403256 0.393202752864
61 63.1182368636 0.435101833012
60 56.854424799 0.46833964088
63 89.709093267 0.355056182541
62 69.9853743722 0.4234076882
